time[s],xPos[m],yPos[m],zPos[m],speed[m/s],speed protern[m/s],acceleration[m/s^2],vx[m/s],vy[m/s],vz[m/s],ax[m/s^2],ay[m/s^2],az[m/s^2],aCourse[m/s^2],aCentripetal[m/s^2],Ekin[J],Epot [J],Pkin[W],Ppot[W],Curvature
0,1.76170988673493,-3.13621047576049,3622.27,14.0976942200524,12.3305555555556,2.81463185077873,-10.5441261510851,8.95423341415886,-2.71810411810564,-2.3560956137487,-1.28683556202333,-0.845588641482558,1.10789332725124,2.56190295837057,7949.77973903279,93275.4557202799,1473.60991402915,-2165.51268521756,0.0130187771404683
0.1,1.29605910107427,-2.07968465294699,3621.82,14.0976942200524,12.3972222222222,2.81463185077873,-10.5441261510851,8.95423341415886,-2.71810411810564,-2.3560956137487,-1.28683556202333,-0.845588641482558,1.10789332725124,2.56190295837057,7954.09300554338,92897.050405595,1473.60991402915,-2165.51268521756,0.0130187771404683
0.2,0.706234866118389,-1.01203779852356,3621.41,14.0976942200524,12.6861111111111,2.81463185077873,-10.5441261510851,8.95423341415886,-2.71810411810564,-2.3560956137487,-1.28683556202333,-0.845588641482558,1.10789332725124,2.56190295837057,7949.36121931902,92581.6669090913,1473.60991402915,-2165.51268521756,0.0130187771404683
0.3,0,0,3621.07,14.0976942200524,12.9388888888889,2.81463185077873,-10.5441261510851,8.95423341415886,-2.71810411810564,-2.3560956137487,-1.28683556202333,-0.845588641482558,1.10789332725124,2.56190295837057,7942.65114436372,92314.1763356644,1473.60991402915,-2165.51268521756,0.0130187771404683
0.4,-0.908017845338866,0.956433665800237,3620.74,14.0976942200524,13.5055555555556,2.81463185077873,-10.5441261510851,8.95423341415886,-2.71810411810564,-2.3560956137487,-1.28683556202333,-0.845588641482558,1.10789332725124,2.56190295837057,7940.86217138259,92079.4497902095,1473.60991402915,-2165.51268521756,0.0130187771404683
0.5,-1.91692402471707,1.80165214023341,3620.46,14.0976942200524,13.6138888888889,2.81463185077873,-10.5441261510851,8.95423341415886,-2.71810411810564,-2.3560956137487,-1.28683556202333,-0.845588641482558,1.10789332725124,2.56190295837057,7950.89763942314,91862.3583776223,1473.60991402915,-2165.51268521756,0.0130187771404683
0.6,-3.04224457648797,2.74696452748021,3620.22,14.409511285102,14.5694444444444,3.61669085441061,-11.2137572117957,8.61662076254081,-2.76396658896851,-2.32124417362926,-1.6590687910441,-2.22255910368049,1.24066533221316,3.39702989302426,8337.71675776091,91643.144895105,1548.89127380507,-2246.45114186526,0.0163616471772866
0.7,-4.16756491875557,3.59218533372346,3619.93,14.5770629883217,14.5027777777778,4.50698349245545,-11.4561502909003,8.47388974053989,-3.07255244755489,-1.55506389230224,-1.57135685526556,-3.92753282933875,1.1365177984423,4.35329855663921,8540.6454741082,91409.8269650348,1359.518911082,-2493.34755766359,0.0205248130053742
0.8,-5.33168621406953,4.41516164188824,3619.61,14.5963669695946,14.625,5.5006718331326,-11.41407067091,8.37306873755705,-3.55874125874413,-0.0327499672600655,-0.88222347723947,-5.42936458452279,0.843264382521278,5.42946430802172,8562.91696417989,91147.2756923074,861.739878257285,-2872.48117365122,0.0255130261209728
0.9,-6.44148400193242,5.24926124082277,3619.21,14.6018212962428,14.4,6.38432810263127,-11.2249596374908,8.34613007336672,-4.18993783993955,2.0090631713912,0.409503001874723,-6.04612419545468,0.424535866916129,6.3741654237393,8545.31552699734,90845.1734265736,121.419575095048,-3318.00470373435,0.0298771268382229
1,-7.52799614966349,6.09448016216811,3618.76,14.5865757053765,14.2888888888889,7.11579172102273,-10.9008476307174,8.39741589574312,-4.83974358974568,4.20158114842793,2.12584858937997,-5.33497661149342,-0.145972732517449,7.10765842665303,8482.70240323511,90490.20234965,-689.991465018286,-3740.99328736516,0.0334368323594941
1.1,-8.59122786273381,6.97306497788759,3618.25,14.6490541432009,14.4,7.88278673006066,-10.4762737112604,8.72878583479865,-5.3526418026431,6.0241862536011,3.77050041897483,-3.41040073951064,-0.815375501671012,7.82746968614607,8512.45784461467,90087.8505734267,-1271.11488431985,-4067.91699251743,0.0365363168174938
1.2,-9.63893737738973,7.81828595013628,3617.71,14.5278878783733,14.2416666666667,9.91924911401379,-9.78090063661386,9.18242881798552,-5.57463092463553,8.27959430809385,5.41840017828629,-0.693369012280181,-1.88344921061494,9.7684756229783,8354.53887379949,89665.448895105,-1970.49868378627,-4217.55752000878,0.0461424076289804
1.3,-10.5702316426367,8.77471749293953,3617.13,14.29658510446,14.0333333333333,12.7219348329446,-8.86688803415726,9.79837699117817,-5.4554972804995,10.6847773805207,6.56754205740355,2.13320171259958,-2.93966339191364,12.4689758695451,8112.84249661144,89240.6141538462,-2679.14872112746,-4166.92346911873,0.0605582430027989
1.4,-11.4083978124213,9.78675763845636,3616.56,13.9847529327344,13.8944444444444,15.2957560111412,-7.65774640709445,10.5335515675268,-5.09671717172033,12.9266812859668,7.02381845576759,4.18653044701891,-3.31368420383552,15.021120281353,7794.63706742275,88831.8961678321,-3026.47890716877,-3945.06540890397,0.076352457058305
1.5,-12.1068670451275,10.8877655183045,3616.08,13.6601775912758,13.6555555555556,16.9668249201302,-6.20053853983875,11.2682075675989,-4.60231157731357,14.6652243544653,6.8553324175176,5.08023227312304,-2.71341948068631,16.7819401960698,7462.26743861349,88448.3869090911,-2665.39006540888,-3608.16065333368,0.0897556656633357
1.6,-12.6268390951574,12.0555035432803,3615.7,13.4168725920701,13.3888888888889,17.633608001528,-4.68083185666394,11.9256098147206,-3.98523698523972,15.7316284733677,6.41397785843049,4.72449836057166,-1.19064677025689,17.5922712039407,7248.1552775628,88111.4717202796,-1343.80008247144,-3242.80325003672,0.0977341456845585
1.7,-13.038159030453,13.28996918092,3615.32,13.3474508759313,13.5222222222222,17.6151228503871,-3.12985975277568,12.4761401306443,-3.56431623932019,16.2205867514741,5.78396068608746,3.70552523320613,0.613276550112885,17.6063835984237,7165.00612945809,87805.3997202793,587.501655978092,-2902.17497188065,0.0988156310547818
1.8,-13.2632186904596,14.5577952740689,3614.96,13.5116809193992,13.4666666666667,16.7457286890935,-1.52196131899842,12.9981118577137,-3.36128593628862,15.7625965205528,5.16406503725331,2.30052440760835,2.61997842291098,16.5698831737723,7305.11369416688,87529.1830489511,2751.83881249878,-2645.20262571866,0.0905948854327467
1.9,-13.3330626720086,15.8589878968519,3614.63,13.8819948546254,13.5861111111111,14.9789543318664,-0.00628189690196468,13.4968809038945,-3.24714452214636,14.2670359204316,4.52527150319785,0.585385978309121,4.25634746545128,14.4653657249169,7698.29813501956,87278.3946293707,4533.94750001928,-2517.68191826879,0.0745239620147122
2,-13.302015976105,17.2269049274675,3614.35,14.3897309520907,14.05,12.4018741796326,1.39637818653744,13.9360902265175,-3.30149572649796,11.7787156279843,3.64062566177189,-1.34691726299911,4.97788812716497,11.5455009424142,8269.25357993611,87023.0327832171,5417.67933385841,-2551.12596182436,0.0548573901464643
2.1,-13.076948879891,18.6615520327073,3613.93,14.8729452400676,14.6888888888889,9.4690451180154,2.51219602613821,14.2637411640617,-3.38216783216903,8.51847401451093,2.38674759550141,-3.37666282392565,4.49571122585891,8.45391809279775,8885.64851606761,86764.6341818182,5279.9303182005,-2760.86483251175,0.0376744162671834
2.2,-12.7665130128371,20.0961992231787,3613.61,15.277270767025,15.1,7.75724554046778,3.09451172480744,14.4619887016375,-3.83012820513025,5.02006333756951,0.959310594098505,-5.83554158977109,3.38797793500591,6.87129596269896,9397.33298542203,86475.1911608386,4365.95583140729,-3159.55885536515,0.0298990342793086
2.3,-12.4327955326805,21.5642065042117,3613.25,15.5357651711563,15.4083333333333,8.18602522696256,3.34367759306676,14.476825743127,-4.5388694638723,1.86394300644119,-0.36844815891133,-7.96247269630491,2.38411745051332,7.71413218597595,9723.6811371547,86139.4284755236,3014.76309276194,-3708.82273167489,0.0324459533328088
2.4,-12.0680340452193,22.9877312854323,3612.72,15.6766356468852,15.2527777777778,8.7948619214923,3.34090288294264,14.3331597627725,-5.39961149961531,-0.820669197003206,-1.28343921079616,-8.66192138496975,1.63514006168673,8.62244286385226,9878.00547273802,85743.3697342657,1592.20152424083,-4323.45999184989,0.0351628883553167
2.5,-11.7964030005334,24.4112526322648,3612.2,15.8070532947616,15.1055555555556,8.40456688169454,3.15340973482935,14.1392443322358,-6.32461149961443,-3.13123905150113,-1.68692464638515,-7.61487831213667,0.91321432398132,8.38220952938876,9959.63996093804,85276.9533986009,219.296894329254,-4909.15929515667,0.0334375568111702
2.6,-11.5635749684321,25.8236549183278,3611.43,15.9752412967939,15.0611111111111,7.4881034655275,2.77480718633768,13.9892053526024,-7.19797979798202,-5.58797290752756,-1.69305981001733,-4.68826202071588,-0.340783173382892,7.45313298314888,9998.06127403993,84754.1924475523,-1088.74732483202,-5354.73534679663,0.0293107392022717
2.7,-11.2531394785202,27.2026930898212,3610.72,15.832755995745,14.9444444444444,8.94375582685347,2.15044607579684,13.8163559628862,-7.42698135198324,-8.74475488010115,-1.51375822286999,-1.108407154441,-1.98876474864267,8.74024431616019,9846.42691540462,84196.0514685308,-2170.05449302008,-5585.02866056916,0.0347852719332771
2.8,-11.0435948178311,28.5706063451134,3609.96,15.5148240036542,14.8138888888889,12.4111244674311,1.15572758243795,13.7017943720999,-7.18574203574333,-12.0877222735509,-1.53172000470834,2.36152802455225,-3.34691246016833,12.1041025607494,9577.68791936003,83633.0077762236,-2920.85020203705,-5569.72082970582,0.049650357229669
2.9,-10.973743859428,29.9385228363883,3609.21,15.1494918556132,14.7666666666667,15.7162733887714,-0.199123288429215,13.5505091549121,-6.77134809634961,-14.8078502806617,-1.93427923045629,4.89769161490783,-3.72460382888738,15.4183498752296,9192.16013693091,83083.7575384615,-3236.96831168357,-5331.3315914371,0.0665275642539953
3,-11.1211949553023,31.2953154968512,3608.59,14.7960381763491,14.7444444444444,17.6173079852277,-1.88481833977074,13.3370515901296,-6.12317404817674,-16.3436744612433,-2.70567589478636,5.99442772111253,-2.8376383857837,17.4176265314898,8837.40972604676,82565.3687832172,-3002.8729879493,-4932.75099809159,0.0794219688558501
3.1,-11.385058235054,32.5965056597547,3608.11,14.6854863703334,14.4416666666667,18.0857713577045,-3.7145542217756,13.0467528495532,-5.62564102564442,-16.7081686339991,-3.59055804583096,5.9194695218855,-1.23132017658409,18.0201964723928,8647.41425480465,82098.1475244756,-2020.20201370335,-4451.2541098991,0.0836664818676127
3.2,-11.8584623659313,33.9088166815564,3607.53,14.5785448979959,14.8,17.5630946340162,-5.30207395927415,12.6210030688182,-5.01320901321223,-16.0276040169584,-4.42345900646568,5.65784526273965,0.0539897041480331,17.5603806431376,8519.5056117395,81679.496055944,-610.947088098311,-3969.71774170016,0.082636255933672
3.3,-12.4637982681397,35.1432760052424,3606.99,14.5779498626806,14.85,16.4134346904538,-6.69397827874993,12.1342454895602,-4.52408702409006,-14.7743016114512,-4.8223948001487,5.27876487666972,1.13192459789221,16.3835561997459,8485.94765096592,81309.9997762243,1124.00324087693,-3518.44601496542,0.0770497732202157
3.4,-13.2010687468541,36.3221327798829,3606.59,14.7137379364787,14.8444444444444,14.7703575368871,-8.05592466247698,11.6109579082703,-4.09656177156437,-13.2446247847365,-4.78591182423564,4.45403458559329,2.23481286904192,14.6087224553469,8625.70021232655,80980.9691748249,2749.28974508792,-3132.34902831582,0.067439767632245
3.5,-14.0857916588646,37.4676231610976,3606.19,15.0376376106243,15.1194444444444,12.7084967826362,-9.39521372941753,11.1593927930891,-3.6508158508174,-11.5612908538703,-4.27543225399368,3.09243000050147,3.29969902846191,12.325950436462,9043.37133270029,80678.0071048946,4024.42887141275,-2860.18363114811,0.0542724005309966
3.6,-15.0170812318307,38.5463893580244,3605.9,15.3701252693489,14.9222222222222,10.2808200633337,-10.4654511061602,10.7579257703886,-3.31392773893083,-9.61312322934961,-3.5180537071424,0.952061482072153,3.87788950951678,9.61766313995188,9491.7935971141,80393.8509650347,4700.40610837006,-2722.72515559057,0.0403038392784609
3.7,-16.119107237606,39.6140341376308,3605.53,15.791717305223,15.6944444444444,7.72268667127132,-11.3292609319002,10.4873497048941,-3.32290209790406,-7.00894261105319,-2.82984801869972,-1.58321605874117,3.48216757010771,6.92464563754966,10032.5035361529,80133.3668811188,4354.9716210308,-2772.01439874727,0.0276410092194728
3.8,-17.3608238689206,40.6371920349932,3605.2,16.0905985691009,16.3055555555556,6.06421753256289,-11.8571329836172,10.2404262147179,-3.66734654234997,-3.84847918930554,-2.18377925427547,-4.14669149808874,2.39123819863572,5.51009709859095,10401.5423271297,79858.1380699298,3021.59065950103,-2996.72635532119,0.0215245138942558
3.9,-18.5559781491622,41.6825946219311,3604.82,16.2952404883227,16.3583333333333,6.07186556110078,-12.0701100690163,10.1041518033165,-4.21348096348372,-0.715961263986182,-1.46331554412857,-5.84924426561796,1.13541424839012,5.9390759379086,10643.6480971348,79542.4069930071,1247.98983446514,-3358.15192658038,0.0224631973204191
4,-19.7045644673976,42.6723878993419,3604.37,16.347447341137,15.9444444444444,6.45685945306687,-12.0076159742097,9.96543438306616,-4.87301864802042,2.14353986945779,-0.385036136071526,-6.07848813428331,0.0027362133190032,6.45656854042095,10672.8815639652,79186.8322237764,-411.870315662231,-3790.61773745992,0.0241613613208326
4.1,-20.8997173110229,43.6733046927066,3603.87,16.2372865636835,16.1527777777778,7.06988706740411,-11.6051588344822,9.9202355754918,-5.52799145299303,4.96377253586335,1.05512123356003,-4.9224977948748,-1.22722424610274,6.93303661088985,10471.5869837888,78773.0102937066,-1917.6289599845,-4204.27908944179,0.0264083920959038
4.2,-22.0250224305742,44.6630992374536,3603.25,16.0489637079399,15.9388888888889,8.65115624943001,-10.9533869579486,10.109343880644,-5.94926184926343,7.62678097989304,2.91416955281977,-2.86047760945825,-2.30924635024101,8.33347806286135,10203.3852417736,78335.8273006995,-2828.56709987727,-4502.12006585536,0.0323690011008469
4.3,-23.1115203591616,45.7084975640443,3602.63,15.8193186492526,15.875,11.2239747565654,-10.1651379364958,10.5057576546501,-6.04564879565179,10.0981246882248,4.83770881372824,-0.775925608971197,-2.97952530552132,10.8922781034237,9963.01862063974,77875.1003076925,-3166.64264792131,-4667.71254177188,0.0432417209895094
