time[s],xPos[m],yPos[m],zPos[m],speed[m/s],speed protern[m/s],acceleration[m/s^2],vx[m/s],vy[m/s],vz[m/s],ax[m/s^2],ay[m/s^2],az[m/s^2],aCourse[m/s^2],aCentripetal[m/s^2],Ekin[J],Epot [J],Pkin[W],Ppot[W],Curvature
0,0.330775944158887,-3.34746438429924,2984.84,12.5784897889884,10.3305555555556,1.92868601250957,-0.747054864636926,12.0390008079484,-3.56689976690185,-1.08664882930119,-0.187125340523719,-1.5824058150684,0.334163096822647,1.89174703374411,6344.95704923623,109351.452587413,427.846029634056,-2784.47263305601,0.0120056637919812
0.1,0.161541585189555,-2.27983365001748,2984.61,12.5784897889884,10.7277777777778,1.92868601250957,-0.747054864636926,12.0390008079484,-3.56689976690185,-1.08664882930119,-0.187125340523719,-1.5824058150684,0.334163096822647,1.89174703374411,6316.11366276629,109236.641286714,427.846029634056,-2784.47263305601,0.0120056637919812
0.2,0.069232206554825,-1.15659983097201,2984.43,12.5784897889884,11.2,1.92868601250957,-0.747054864636926,12.0390008079484,-3.56689976690185,-1.08664882930119,-0.187125340523719,-1.5824058150684,0.334163096822647,1.89174703374411,6307.73631096949,109078.162909091,427.846029634056,-2784.47263305601,0.0120056637919812
0.3,0,0,2984.21,12.5784897889884,11.5138888888889,1.92868601250957,-0.747054864636926,12.0390008079484,-3.56689976690185,-1.08664882930119,-0.187125340523719,-1.5824058150684,0.334163096822647,1.89174703374411,6317.13119318276,108880.023776224,427.846029634056,-2784.47263305601,0.0120056637919812
0.4,-0.0692321414437678,1.2122055454102,2983.96,12.5784897889884,12.1305555555556,1.92868601250957,-0.747054864636926,12.0390008079484,-3.56689976690185,-1.08664882930119,-0.187125340523719,-1.5824058150684,0.334163096822647,1.89174703374411,6342.56709269081,108646.23020979,427.846029634056,-2784.47263305601,0.0120056637919812
0.5,-0.138464081480984,2.435529208004,2983.58,12.5784897889884,12.3777777777778,1.92868601250957,-0.747054864636926,12.0390008079484,-3.56689976690185,-1.08664882930119,-0.187125340523719,-1.5824058150684,0.334163096822647,1.89174703374411,6382.90742458637,108380.788531468,427.846029634056,-2784.47263305601,0.0120056637919812
0.6,-0.215388599443062,3.6366133514452,2983.18,12.6708973590834,12.3861111111111,2.83215448762132,-0.946358849888675,11.9978242751981,-3.96336441336546,-1.8369383491114,-0.0137412820049448,-2.15558987761734,0.798437971725579,2.71836584593196,6410.33968697071,108096.046993007,877.18565335817,-3056.95824115363,0.0169246311504323
0.7,-0.330775082418186,4.80433108824431,2982.77,12.7386562905189,12.3138888888889,3.78371646059793,-1.20305729100956,11.9496050277607,-4.24652292152524,-2.65630563892146,0.257933807223976,-2.68216717561094,1.38694215255903,3.54033375137548,6465.12374797813,107774.333874126,1382.69159484355,-3313.84221037637,0.0216939813860109
0.8,-0.476931543123883,5.99429372752243,2982.36,12.8580572412767,12.3388888888889,4.49720672655407,-1.53346684785866,11.981121881635,-4.40804195804366,-3.46783216724792,0.370944895341785,-2.83926192623781,1.73258890885081,4.18837280999509,6629.18042271276,107433.229426573,1606.69504566017,-3544.49613901181,0.025101735079537
0.9,-0.646165321829681,7.1953773581178,2981.91,13.0500331018881,12.5805555555556,4.96174814826958,-1.89860251717977,12.0693457963379,-4.58580031080225,-4.37312609616668,0.0959298722696124,-2.34211662679058,1.54797447731345,4.75070204558595,6861.60612304319,107070.849398601,1317.21240489035,-3730.6642372086,0.0276805922322802
