time[s],xPos[m],yPos[m],zPos[m],speed[m/s],speed protern[m/s],acceleration[m/s^2],vx[m/s],vy[m/s],vz[m/s],ax[m/s^2],ay[m/s^2],az[m/s^2],aCourse[m/s^2],aCentripetal[m/s^2],Ekin[J],Epot [J],Pkin[W],Ppot[W],Curvature
0,2.58466302564038,-2.31319627026042,2981,12.3042197375599,11.9138888888889,6.14243513557787,-6.76789505070498,9.51001678530771,-3.89217171717365,4.9876067896662,3.34089389332521,1.30065979410433,-0.572651798956312,6.14215284922254,6037.98083156156,90499.019916084,-69.772723858106,-3021.49355681748,0.0403958558310399
0.1,1.70003238838009,-1.54583918909642,2980.62,12.3042197375599,12.0305555555556,6.14243513557787,-6.76789505070498,9.51001678530771,-3.89217171717365,4.9876067896662,3.34089389332521,1.30065979410433,-0.572651798956312,6.14215284922254,6068.31232523054,90175.1115524476,-69.772723858106,-3021.49355681748,0.0403958558310399
0.2,0.830784887886627,-0.800722490299817,2980.22,12.3042197375599,11.9805555555556,6.14243513557787,-6.76789505070498,9.51001678530771,-3.89217171717365,4.9876067896662,3.34089389332521,1.30065979410433,-0.572651798956312,6.14215284922254,6078.20436760003,89849.300643357,-69.772723858106,-3021.49355681748,0.0403958558310399
0.3,0,0,2979.77,12.3042197375599,11.9944444444444,6.14243513557787,-6.76789505070498,9.51001678530771,-3.89217171717365,4.9876067896662,3.34089389332521,1.30065979410433,-0.572651798956312,6.14215284922254,6069.99832293858,89525.0355524476,-69.772723858106,-3021.49355681748,0.0403958558310399
0.4,-0.800012886538913,0.845204977334114,2979.35,12.3042197375599,12.0722222222222,6.14243513557787,-6.76789505070498,9.51001678530771,-3.89217171717365,4.9876067896662,3.34089389332521,1.30065979410433,-0.572651798956312,6.14215284922254,6046.83736660798,89205.7646433572,-69.772723858106,-3021.49355681748,0.0403958558310399
0.5,-1.52310278882888,1.7682600202499,2978.98,12.3042197375599,12.1,6.14243513557787,-6.76789505070498,9.51001678530771,-3.89217171717365,4.9876067896662,3.34089389332521,1.30065979410433,-0.572651798956312,6.14215284922254,6012.28546299943,88894.9362797202,-69.772723858106,-3021.49355681748,0.0403958558310399
0.6,-2.16926642037049,2.74691832441403,2978.57,12.3034615936981,12.1194444444444,9.34953781270896,-5.84043500048565,10.2000105632162,-3.63651903652165,7.93452753750643,4.60206061219846,1.81057123292024,-0.486383624259224,9.349115617423,6045.47842911055,88596.9135104895,-10.3084154870556,-2869.48506398157,0.0616803802056462
0.7,-2.66927486446544,3.81454799394374,2978.22,12.2872862981053,12.1305555555556,11.8423947245289,-4.77593912376359,10.8024038978133,-3.38760683760928,10.4767136385278,5.16168456299329,1.95902950972979,-0.0743831349100239,11.8422511734291,6053.67997361391,88318.0076643357,50.9353802681069,-2707.89119142055,0.0784366452204055
0.8,-3.08466605995063,4.92666220558939,2977.93,12.289198668509,12.1638888888889,13.2760108525592,-3.60061494949092,11.3044731554041,-3.20450660450765,12.2524353008328,4.82149121930881,1.69809180502855,0.402513628024044,13.2757498519072,6061.30753523696,88059.6456503491,137.796021528352,-2560.5977876676,0.08786598209856
0.9,-3.41543951078042,6.06101580850485,2977.6,12.2775773698942,12.1555555555556,13.6189580713755,-2.3847053459526,11.6543945863917,-3.03762626262778,13.0860788899412,3.57693711541304,1.1983651816118,0.557146455963188,13.6159770559814,6055.16171831679,87814.7112167831,210.326128598225,-2451.58158345121,0.0902723611809657
1,-3.58467221882611,7.25097765680884,2977.29,12.3275771898237,12.2777777777778,13.3040400262497,-1.15951899124041,11.9083986585656,-2.96895881896112,13.139887670224,1.85577160465087,0.947071689641673,0.328653545096646,13.2958814447729,6086.1582641709,87572.539132867,278.567155760951,-2354.33639134768,0.0875176256158896
1.1,-3.62313344986402,8.45205761575892,2977.01,12.4015735543584,12.3361111111111,13.4349155288817,0.161390127254586,12.0498521093573,-2.92814685314833,13.3462084327952,0.61863095439619,1.41172641784302,0.441445232427166,13.4202729044138,6132.590372524,87344.0507412583,475.44378466567,-2232.16996886584,0.0873065411953748
1.2,-3.53851578738224,9.65314027049862,2976.73,12.499462831509,12.4388888888889,13.3401829099694,1.54938788738182,12.0798784188001,-2.81291763791924,13.1419190909386,-0.426474178305715,2.25134680889065,0.710216191337554,13.3158925379029,6209.37576145874,87121.14193007,779.390134641259,-2063.04330382924,0.0852634172076691
1.3,-3.33851146817705,10.8542227796794,2976.45,12.5659069078657,12.5388888888889,12.7339039558496,2.8534821375807,11.9638050810442,-2.57430069930352,12.3568934804737,-1.13022439738359,2.86043463141308,1.14395018742535,12.6905167083811,6275.83719473127,86911.7338741256,1200.6339614679,-1860.64437413407,0.0803182680868362
1.4,-3.00773686775505,12.0664233334968,2976.16,12.6480833488678,12.7861111111111,11.2366927956574,3.9967658628418,11.7977655534577,-2.19376456876638,10.8583982266418,-1.46067237297731,2.49497277629688,1.63601248530358,11.1550098900301,6391.66885111548,86738.492475524,1653.95057312788,-1688.74515363389,0.0694922670062566
1.5,-2.5077282117686,13.2341422564121,2975.98,12.8110664180623,12.9083333333333,8.80944512200417,5.00100721342314,11.6411449480465,-1.8966006216034,8.6751563148235,-1.39373154650583,0.636787756835441,2.02576081132737,8.63426393487378,6592.14697417622,86581.9898181816,2061.28329052346,-1623.10329861246,0.0522373135458326
1.6,-1.97695136114669,14.3684950159749,2975.78,13.0213757466952,12.9166666666667,6.73852521644103,5.7670498474489,11.5231495533814,-1.87466977467162,6.23233623735346,-1.08793578664273,-2.31993595629806,2.13148451663487,6.3882907343739,6834.7291014455,86423.8041398601,2331.20489107738,-1724.13039822572,0.0377015608444859
1.7,-1.38463407691019,15.5028505620644,2975.62,13.2465290194174,12.9833333333333,6.76367345669147,6.25173787801281,11.4546458583049,-2.27538850038968,3.77743058367499,-0.799957930067497,-5.55323006226031,2.04491507586913,6.34042738758924,7080.02977319951,86244.0684755246,2282.83503802651,-2032.5571692162,0.0367420041179344
1.8,-0.746162445322636,16.670569398247,2975.44,13.4678281371321,13.3861111111111,7.87898735008443,6.47095652170784,11.4013923536601,-3.08502331002462,1.3390926809393,-0.664909841512948,-7.7358365648005,1.85252948024769,7.60146471151494,7283.24171980825,86020.9218461536,1783.14948996782,-2508.41737134567,0.0422207749119277
