time[s],xPos[m],yPos[m],zPos[m],speed[m/s],speed protern[m/s],acceleration[m/s^2],vx[m/s],vy[m/s],vz[m/s],ax[m/s^2],ay[m/s^2],az[m/s^2],aCourse[m/s^2],aCentripetal[m/s^2],Ekin[J],Epot [J],Pkin[W],Ppot[W],Curvature
0,-0.675195290162234,-2.84705980959316,3630.16,11.019209406386,9.46944444444444,2.54458423116856,2.05257080641572,9.82955896770232,-4.53758741259029,-2.46067638098516,-0.149173882312912,-0.63065665017438,-0.331726729566157,2.5203201712923,4874.69803416153,97992.9818181816,-407.326242350736,-3527.56292940259,0.0207775228911254
0.1,-0.450130480326712,-1.91286974163245,3629.94,11.019209406386,9.775,2.54458423116856,2.05257080641572,9.82955896770232,-4.53758741259029,-2.46067638098516,-0.149173882312912,-0.63065665017438,-0.331726729566157,2.5203201712923,4838.12735251297,97881.5731468534,-407.326242350736,-3527.56292940259,0.0207775228911254
0.2,-0.209543489206507,-0.956434862729701,3629.7,11.019209406386,9.96944444444444,2.54458423116856,2.05257080641572,9.82955896770232,-4.53758741259029,-2.46067638098516,-0.149173882312912,-0.63065665017438,-0.331726729566157,2.5203201712923,4834.80656773962,97691.282013986,-407.326242350736,-3527.56292940259,0.0207775228911254
0.3,0,0,3629.41,11.019209406386,10,2.54458423116856,2.05257080641572,9.82955896770232,-4.53758741259029,-2.46067638098516,-0.149173882312912,-0.63065665017438,-0.331726729566157,2.5203201712923,4853.02754802042,97436.1854265738,-407.326242350736,-3527.56292940259,0.0207775228911254
0.4,0.248347109883862,0.967553799863161,3629.08,11.019209406386,10.1833333333333,2.54458423116856,2.05257080641572,9.82955896770232,-4.53758741259029,-2.46067638098516,-0.149173882312912,-0.63065665017438,-0.331726729566157,2.5203201712923,4881.81295495779,97130.360391608,-407.326242350736,-3527.56292940259,0.0207775228911254
0.5,0.481172989211792,1.96847373806274,3628.6,11.019209406386,10.2583333333333,2.54458423116856,2.05257080641572,9.82955896770232,-4.53758741259029,-2.46067638098516,-0.149173882312912,-0.63065665017438,-0.331726729566157,2.5203201712923,4909.80111473894,96787.8839160837,-407.326242350736,-3527.56292940259,0.0207775228911254
0.6,0.6286289472733,2.94714858765665,3628.14,11.0586177071205,10.1944444444444,4.72946283806615,1.66716508236547,9.81592591694705,-4.81260683760771,-4.72217853584613,-0.253884728457251,-0.0662658048995738,-0.908418561337125,4.65715196545256,4843.14300429124,96431.1566433567,-839.750358463621,-3672.64287642489,0.0379531050993838
0.7,0.783845988487751,3.9035829681284,3627.62,10.9274591279912,10.0583333333333,7.38870627530192,1.03976928314257,9.76798715667222,-4.7869269619284,-7.32160021314207,-0.361689134853801,0.925381927277929,-1.42535289717129,7.29863949733558,4712.44440858759,96062.4652867131,-1066.71137024672,-3683.32195184837,0.0607148424194319
0.8,0.86921531349283,4.90450246406132,3627.15,10.7343717031139,10.3194444444444,9.94837728164975,0.140593515751796,9.70952740293573,-4.57515540015644,-9.72092518903757,-0.519987732461759,2.05022846660292,-1.47150186928645,9.88504517731224,4571.3556352617,95693.2617062935,-938.280823258488,-3570.00669111783,0.0853877155718786
0.9,0.845932606092328,5.87205558398839,3626.73,10.5943453258119,10.2,11.7521499651688,-0.907332857965666,9.66642783456491,-4.23993783994019,-11.3547303888141,-0.695865119642982,2.94938948537217,-0.842830566274221,11.7363105316612,4493.59196128858,95339.6077762232,-389.011432641511,-3366.17823691499,0.10443578348917
1,0.675193827761253,6.80624698096568,3626.35,10.5753097472093,10.1277777777778,12.3774259317705,-2.09458471210241,9.59613018451817,-3.91971639471868,-11.9261769933926,-0.885329640777084,3.19110740118556,0.376009177262357,12.3731090328875,4494.97344726793,95018.8459300698,447.39111501526,-3129.50614797813,0.110622547059309
1.1,0.395803677769593,7.77379986128433,3625.96,10.687863422665,10.4277777777778,12.1593030546357,-3.36232515936575,9.48517530097578,-3.59953379953512,-11.7788932270736,-1.28374586587843,2.73099279960828,1.64650434635211,12.0877700024567,4593.44467967671,94721.6280839158,1194.08021536938,-2890.18900516702,0.105464983443208
1.2,3.77143916097111e-07,8.7302336680225,3625.58,10.8923962950839,10.7583333333333,11.4252904094035,-4.51343948347542,9.32027808715462,-3.37721445221758,-11.0694848068089,-1.8339896551258,2.15412371880655,2.34964077193724,11.2448294831828,4758.88912307522,94450.8446433565,1756.5889525803,-2688.27033856483,0.0942403113438488
