time[s],xPos[m],yPos[m],zPos[m],speed[m/s],speed protern[m/s],acceleration[m/s^2],vx[m/s],vy[m/s],vz[m/s],ax[m/s^2],ay[m/s^2],az[m/s^2],aCourse[m/s^2],aCentripetal[m/s^2],Ekin[J],Epot [J],Pkin[W],Ppot[W],Curvature
0,2.58436159178161,-2.62463135318384,3626.71,13.2312926163237,12.0638888888889,3.10531401369513,-10.856636331636,7.14456392936257,-2.48108003108229,-0.535064439502226,-0.785000518635124,-2.95642611187463,0.569531915871954,3.02627940522166,7032.00468385988,94433.8314965037,772.114202556884,-2068.16991246584,0.0174369685902732
0.1,1.78499348753194,-1.72380378817658,3626.37,13.2312926163237,12.2888888888889,3.10531401369513,-10.856636331636,7.14456392936257,-2.48108003108229,-0.535064439502226,-0.785000518635124,-2.95642611187463,0.569531915871954,3.02627940522166,6985.54099823283,94138.5161958047,772.114202556884,-2068.16991246584,0.0174369685902732
0.2,0.946823499008804,-0.845220950989014,3626.04,13.2312926163237,12.5027777777778,3.10531401369513,-10.856636331636,7.14456392936257,-2.48108003108229,-0.535064439502226,-0.785000518635124,-2.95642611187463,0.569531915871954,3.02627940522166,6969.63926981822,93894.0573986016,772.114202556884,-2068.16991246584,0.0174369685902732
0.3,0,0,3625.7,13.2312926163237,12.9,3.10531401369513,-10.856636331636,7.14456392936257,-2.48108003108229,-0.535064439502226,-0.785000518635124,-2.95642611187463,0.569531915871954,3.02627940522166,6978.08217553751,93684.0822377627,772.114202556884,-2068.16991246584,0.0174369685902732
0.4,-1.00890755227898,0.767369919240065,3625.48,13.2312926163237,12.9694444444444,3.10531401369513,-10.856636331636,7.14456392936257,-2.48108003108229,-0.535064439502226,-0.785000518635124,-2.95642611187463,0.569531915871954,3.02627940522166,7008.82837851313,93492.217846154,772.114202556884,-2068.16991246584,0.0174369685902732
0.5,-2.10318645012128,1.44577128377922,3625.32,13.2312926163237,13.1222222222222,3.10531401369513,-10.856636331636,7.14456392936257,-2.48108003108229,-0.535064439502226,-0.785000518635124,-2.95642611187463,0.569531915871954,3.02627940522166,7062.35175657855,93302.0913566431,772.114202556884,-2068.16991246584,0.0174369685902732
0.6,-3.22074758598409,2.15753669247021,3625.08,13.3524153210283,13.3694444444444,4.52571202130632,-11.0558242616332,6.90781588354974,-2.88752913753138,-0.0479314280470979,-0.591983723768921,-4.48657187045907,0.703671482119505,4.45271985175092,7190.5633553337,93080.9753286713,663.156128144932,-2357.58064583411,0.0250757092735015
0.7,-4.31502318563092,2.86930047718336,3624.72,13.4374033413695,13.425,5.24840624393265,-11.0052724498692,6.85994434329003,-3.51979409479626,1.0204314302422,0.0696013812015173,-5.14778043871919,0.548205832436834,5.22568118362294,7234.0010088017,92829.2356363636,196.786100596915,-2741.26558527702,0.0289077706325269
0.8,-5.37825765184246,3.55882339590983,3624.32,13.5128038219718,13.2333333333333,5.49014236734413,-10.7892373065695,6.96783129396459,-4.19970862471085,2.80586214512413,1.22759107028965,-4.5565141281918,-0.191184110178835,5.47374359628556,7230.8790780135,92537.5790769232,-694.215742742484,-3117.58197760261,0.0300489415574631
0.9,-6.4337282996782,4.25946599308543,3623.85,13.4345374111579,13.2083333333333,6.47402906530451,-10.387502276815,7.18198397914941,-4.58319735819956,5.14113587751033,2.77853382045369,-2.78595119052338,-1.5392871730273,6.25558549608339,7122.00773913076,92203.1701258745,-1773.7227118226,-3398.85702218529,0.0348411858399285
1,-7.47367942993676,4.97123165449855,3623.41,13.1964885697605,13.1388888888889,8.79263187005448,-9.80493875777595,7.50408701684216,-4.65823620823855,7.60487473944211,4.37578585896333,-0.573370313313879,-2.95973877197546,8.34247948706224,6912.46179912112,91841.6316083916,-2664.46671579017,-3541.47458588041,0.0475431525907287
1.1,-8.41273904727242,5.76084653680977,3622.93,12.8356508107601,12.8694444444444,11.1432901371634,-8.94543992613703,8.00195246975982,-4.54992229992397,9.62848347468369,5.52023621291607,0.996098997266385,-3.62198430223779,10.6617854042525,6588.4247621808,91479.4345174823,-3003.03449769289,-3567.04163952599,0.063963408501505
1.2,-9.26642713912647,6.58382331585442,3622.48,12.4301500368273,12.5222222222222,13.0478105711102,-7.82009992998473,8.62487915902578,-4.35501165501246,11.2564889043966,6.42529738962989,1.50079035830682,-3.14923101756315,12.7315220691138,6219.00136577244,91131.7992167833,-2668.79587406837,-3503.80731869516,0.0819504883663295
1.3,-9.98818268687251,7.48465113897056,3622.07,12.167973157086,12.1055555555556,14.085825048635,-6.5996505410851,9.32665596365481,-4.18541181041289,12.2274238416984,6.90945169960962,1.0770565012946,-1.70632941132863,13.980245161465,5978.11174554062,90792.7802517486,-1738.11579370775,-3412.83298025975,0.0944355863392737
1.4,-10.5702414472585,8.45220432302301,3621.65,12.0781017449681,11.7888888888889,14.3465284587791,-5.34413450831329,10.0038482342015,-4.15256410256603,12.6514109074898,6.74704470257887,0.492004725390892,-0.178630018367359,14.339861664523,5870.49019102004,90459.1579300702,-655.139530347945,-3341.21184083967,0.0983367361580669
1.5,-11.0126064860009,9.47536608330423,3621.26,12.1235519007444,11.6,14.1266420040613,-4.09542072061192,10.6314815369553,-4.14483294483689,12.8514214253987,5.85353465897822,0.372979428189644,0.66431279398901,14.1196850161746,5890.74447821597,90127.4564475524,138.018371953114,-3280.02664254179,0.0960060178250891
1.6,-11.3696018332296,10.5763769262467,3620.86,12.2960416404878,11.8138888888889,13.938506742328,-2.8413258602828,11.2168153069731,-4.15963480963812,13.1507922574984,4.48984710579644,1.0862348607078,0.689470605879508,13.9194774170421,6012.80961697545,89803.4200279721,503.959837340071,-3181.11902586994,0.0920775237865287
1.7,-11.6334663607303,11.7329911750379,3620.41,12.4075159875507,12.0805555555556,14.0705536570009,-1.58070224793562,11.6135544463581,-4.07101787102118,13.5417853441387,3.02868886107514,2.32971536686588,0.345274555038058,14.0536813189065,6087.29190152908,89485.9144615384,683.831934417807,-3020.10690596158,0.091371489465319
1.8,-11.7033108746358,12.8896077558537,3619.99,12.4005608292524,12.025,14.0013129842566,-0.217207635088111,11.8074826266356,-3.78286713286967,13.4902038422493,1.75979659560191,3.30972529370364,0.429685519593783,13.9837786985311,6090.43942095799,89186.1720839162,940.656646833065,-2807.47437462277,0.091008404712315
1.9,-11.6567431206692,14.1018277928152,3619.64,12.3801309006595,12.3305555555556,13.0487844445741,1.17737253524419,11.8591979793374,-3.3527389277419,12.6403749469758,0.87632600440398,3.11829270833117,1.19709013143968,13.0072493977432,6120.05243380898,88915.461818182,1413.17847779661,-2599.87172412614,0.084778222258851
2,-11.4937631635918,15.3029291372209,3619.32,12.5066520108785,12.4777777777778,10.8493390619564,2.42938179558091,11.9144995917835,-2.92560217560468,10.7295356838519,0.539423460739195,1.51467634174651,2.24374667520948,10.7042547762634,6312.11477072422,88669.0455944055,2108.18895137443,-2475.00498997527,0.0678624069935224
2.1,-11.1910884939049,16.4595449540243,3619.04,12.7976846898636,12.5138888888889,7.89334299224531,3.40088319022225,12.0053163033848,-2.84378399378663,7.77564114912808,0.73554193678281,-1.14159816592711,3.00999129200784,7.41964665007491,6629.29730521875,88428.263832168,2852.43174056587,-2486.56627121145,0.0445528872524484
2.2,-10.7797636278397,17.6384003799931,3618.79,13.1012702395465,12.7777777777778,5.904482501216,3.95760172957101,12.082220937596,-3.16237373737497,4.28432541719025,1.00794399534105,-3.93592660361439,3.17379352450453,4.92181816049101,6927.9229482785,88181.481734266,3198.19798806418,-2667.78899212727,0.0290075467225958
